# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
1_no_modality_term	11948498	10.1002/ijc.10309	2002	Identification and prevalence of CD8(+) T-cell responses directed against Epstein-Barr virus-encoded latent membrane protein 1 and latent membrane protein 2.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16154221	10.1016/j.virusres.2005.07.002	2006	Various 30 and 69 bp deletion variants of the Epstein-Barr virus LMP1 may arise by homologous recombination in nasopharyngeal carcinoma of Tunisian patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	9801346	10.1128/cdli.5.6.840-844.1998	1998	Assessment of markers of the cell-mediated immune response after influenza virus infection in frail older adults.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27383422	10.1111/irv.12404	2016	Phylogenetic analysis of human rhinoviruses collected over four successive years in Sydney, Australia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17222361	NOT_FOUND	2007	[Screening for mutations in the hotspot mutation regions of PIK3CA gene in nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29769975	10.14745/ccdr.v42i01a02	2016	What happened to enterovirus D68 infections in 2015?	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16428198	10.1080/00016480500349036	2006	Cytokines produced by T cells in adenoid surface secretion are mainly downregulatory or of Th1 type.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22286672	/s0716-10182011000700001	2011	[Human bocavirus in Chile: clinical characteristics and epidemiological profile in children with acute respiratory tract infections].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2017	Evidence for Cross-species Influenza A Virus Transmission within Swine Farms, China	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26540236	10.1371/journal.pone.0142192	2015	Molecular Characterization of Human Respiratory Syncytial Virus in the Philippines, 2012-2013.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29153067	10.5578/mb.58615	2017	[Detection of influenza virus infections by molecular and immunofluorescence methods].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25861926	10.1016/j.ijid.2015.04.001	2015	Molecular epidemiology of Bordetella pertussis in the Philippines in 2012-2014.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17135642	10.1200/jco.2006.07.7982	2006	Plasma Epstein-Barr viral deoxyribonucleic acid quantitation complements tumor-node-metastasis staging prognostication in nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19549713	10.1093/annonc/mdp065	2009	Multicenter phase II study of gemcitabine and oxaliplatin in advanced nasopharyngeal carcinoma--correlation with excision repair cross-complementing-1 polymorph	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2004	A study on flow cytometric automatic detection of micronucleated reticulocytes from human peripheral blood	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11325993	10.1128/jcm.39.5.1796-1801.2001	2001	Replicate PCR testing and probit analysis for detection and quantitation of Chlamydia pneumoniae in clinical specimens.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25866344	10.1016/j.jcv.2015.03.013	2015	Prospective evaluation of rhinovirus infection in healthy young children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16362893	10.1086/498875	2006	Lack of association between infection with a novel human coronavirus (HCoV), HCoV-NH, and Kawasaki disease in Taiwan.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	8953854	NOT_FOUND	1996	Detection of EBV in tumor tissue and peripheral blood by polymerase chain reaction in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25509860	NOT_FOUND	2013	[The LMP1 oncogene sequence variations in patients with oral tumours associated or not associated with the Epstein Barr].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	7754670	10.1016/0168-1702(94)00074-m	1995	Detection of measles virus genome directly from clinical samples by reverse transcriptase-polymerase chain reaction and genetic variability.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24085194	10.3892/ijmm.2013.1512	2013	Detection and genome analysis of human bocavirus 1-4 from hospitalized children with acute lower respiratory tract infection and symptoms of wheezing in Shangha	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24816168	10.1111/1469-0691.12671	2014	High prevalence of erythromycin-resistant Bordetella pertussis in Xi'an, China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	19948041	10.1186/1471-2407-9-416	2009	Expression of indoleamine 2,3-dioxygenase in nasopharyngeal carcinoma impairs the cytolytic function of peripheral blood lymphocytes.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	34258603	10.1016/s2666-5247(21)00129-4	2021	Neutralisation of SARS-CoV-2 lineage P.1 by antibodies elicited through natural SARS-CoV-2 infection or vaccination with an inactivated SARS-CoV-2 vaccine: an i	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24078911	10.1155/2013/290609	2013	Report on influenza A and B viruses: their coinfection in a Saudi leukemia patient.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	16729897	10.1186/1479-5876-4-23	2006	The expression of p63 is associated with the differential stage in nasopharyngeal carcinoma and EBV infection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12450734	10.1016/s1044579x02000913	2002	Circulating EBV DNA as a tumor marker for nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17785110	10.3760/j:issn:0376-2491.2007.22.011	2007	[Association of the coding region single nucleotide polymorphisms in PLUNC gene with nasopharyngeal carcinoma].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	17124584	10.1007/s00262-006-0246-3	2007	Comprehensive epitope mapping of the Epstein-Barr virus latent membrane protein-2 in normal, non tumor-bearing individuals.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	26220305	10.1016/j.jmii.2015.06.004	2017	Epidemiology of human influenza A(H7N9) infection in Hong Kong.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22402914	10.1007/s00705-012-1267-1	2012	Prevalence and genetic characterization of respiratory syncytial virus (RSV) in hospitalized children in Korea.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24652781	10.1002/jcla.21700	2014	Prevalence and molecular characterization of human metapneumovirus in influenza a negative sample in Thailand.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	14684618	10.1373/clinchem.2003.022426	2004	Improved accuracy of detection of nasopharyngeal carcinoma by combined application of circulating Epstein-Barr virus DNA and anti-Epstein-Barr viral capsid anti	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	20336730	10.1002/jmv.21752	2010	Molecular detection and genetic variability of human metapneumovirus in Uruguay.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23780670	10.1002/jmv.23638	2013	Phylogeny-based classification of human rhinoviruses detected in hospitalized children with acute lower respiratory infection in Paraguay, 2010-2011.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24586447	10.1371/journal.pone.0088936	2014	Diagnosis of whooping cough in Switzerland: differentiating Bordetella pertussis from Bordetella holmesii by polymerase chain reaction.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	11775940	NOT_FOUND	2000	[Detection of the asymptomatic infection by human papillomavirus in pregnant women and neonates].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	25239536	10.1186/1471-2458-14-981	2014	Implementation of influenza-like illness sentinel surveillance in Togo.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24472362	10.1111/tbed.12209	2015	Epidemiology and Genetic Characterization of H3N8 Equine Influenza Virus Responsible for Clinical Disease in Algeria in 2011.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	18080155	10.1007/s00246-007-9131-x	2008	Absence of Chlamydia pneumoniae and signs of atherosclerotic cardiovascular disease in adolescents with systemic lupus erythematosus.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30004649	NOT_FOUND	2016	[Whole Genome Sequencing and Phylogenetic Analyses of Sub-genotype A1 of the Human Metapneumovirus Detected in an Infant with Pneumonia].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22814149	10.7883/yoken.65.289	2012	Detection and serotyping of human adenoviruses from patients with influenza-like illness in mongolia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	24820836	NOT_FOUND	2014	Influenza virus genotypes circulating in and around Lucknow, Uttar Pradesh, India, during post pandemic period, August 2010--September 2012.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	22363489	10.1371/journal.pone.0030787	2012	The prevalence and risk factors for pneumococcal colonization of the nasopharynx among children in Kilifi District, Kenya.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	NOT_FOUND	2001	Selection of single-chain Fv antibodies to colorectal cancer antigens and preliminary characterization	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	23357644	10.1016/j.jcv.2013.01.001	2013	Genetic characterization of human respiratory syncytial virus detected in hospitalized children in the Philippines from 2008 to 2012.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	12452076	NOT_FOUND	2002	[Advancement of studying the biological characteristics of nasopharyngeal carcinogenesis].	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27634113	10.1186/s12917-016-0838-x	2016	Systemic immune response and virus persistence after foot-and-mouth disease virus infection of naïve cattle and cattle vaccinated with a homologous adenovirus-v	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
